2,4,6,8,10,12,16,30
0.006421,0.019532,0.034957,0.041948,0.056748,0.118115,0.1362455,0.903086
0.006496,0.031969,0.04204,0.041257,0.08696,0.185847,0.1664025,1.341763
0.006468,0.039709,0.049063,0.065373,0.115646,0.321205,0.244262,1.343168
,0.053469,0.0491475,0.088027,0.116574,0.31826,0.328488,1.350481
,0.07175,0.0490195,0.114433,0.141535,0.442188,0.4149945,2.184613
,,0.0572055,0.114184,0.143581,0.44562,0.489838,3.028851
,,0.0671295,0.111818,0.14035,0.605245,0.6111245,5.58178
,,,0.115441,0.179299,0.77824,0.7969425,10.293034
,,,0.143894,0.220615,1.181368,0.915345,10.167155
,,,,0.226173,1.404444,1.1505605,15.257877
,,,,0.312298,1.435129,1.156132,15.235381
,,,,,1.412009,1.4800725,15.02363
,,,,,1.751755,1.984512,22.344082
,,,,,,2.313201,22.487405
,,,,,,2.5411995,35.952278
,,,,,,2.5530485,35.742851
,,,,,,2.68749,54.660847
,,,,,,,72.495169
,,,,,,,97.583891
,,,,,,,160.797971
,,,,,,,161.057018
,,,,,,,161.958148
,,,,,,,164.460726
